NAME,BORO,BUILDING,STREET,ZIPCODE,CUISINE DESCRIPTION,Latitude,Longitude
FAMOUS AMADEUS PIZZA,Manhattan,408,8 AVENUE,10001,Pizza/Italian,40.74991667,-73.99510235
ANZUELO FINO,Queens,Jan-86,NORTHERN BOULEVARD,11372,Peruvian,40.75596544,-73.88151088
WEST BANK CAFE,Manhattan,407,WEST   42 STREET,10036,American,40.75860922,-73.99305143
THAI TERMINAL,Manhattan,349,EAST   12 STREET,10003,Thai,40.73052127,-73.98473406
OBAO,Manhattan,647,9 AVENUE,10036,Thai,40.76056884,-73.9910803
LULU JUICY FRUIT,Bronx,550,SOUTHERN BOULEVARD,10455,Sandwiches/Salads/Mixed Buffet,40.81231932,-73.90343963
THE FAT RADISH,Manhattan,17,ORCHARD STREET,10002,English,40.71523089,-73.99172849
AMARANTH,Manhattan,21,EAST   62 STREET,10065,French,40.76561298,-73.97037974
LEGEND CHICKEN,Queens,13515,40TH RD,11354,Chicken,40.75886248,-73.83012937
GMBUBBLE,Manhattan,353,WEST   14 STREET,10014,Café/Coffee/Tea,40.74041708,-74.00409582
THE ROAST,Brooklyn,5124,8 AVENUE,11220,Chinese,40.64037284,-74.00448962
PANADERIA LOS 3 REYES,Queens,5408,FLUSHING AVE,11378,Bakery,40.71512694,-73.91315831
THE HIDEAWAY SEAPORT,Manhattan,22,PECK SLIP,10038,American,40.70807281,-74.00183952
GO BELIEVE BAKERY,Manhattan,239,GRAND STREET,10002,Chinese,40.71836833,-73.9945816
AVIATION CAFE,Queens,Jan-86,23 AVENUE,11369,American,40.76716896,-73.88361362
CROWN FRIED CHICKEN,Brooklyn,577,SUTTER AVENUE,11207,Chicken,40.66902109,-73.89759185
KINGSBRIDGE DONUT SHOP,Bronx,249,WEST  231 STREET,10463,American,40.87975174,-73.90645491
DOUGIE'S JAMAICAN CUISINE,Brooklyn,9604,AVENUE L,11236,Caribbean,40.63830541,-73.89584122
GRACIE'S ON 2ND,Manhattan,300,E 86TH ST,10028,American,40.77763141,-73.95168188
BRAVO AFRICAN RESTAURANT,Bronx,1473,WESTCHESTER AVENUE,10472,African,40.82840755,-73.88136693
LITTLE COLLINS,Manhattan,667,LEXINGTON AVENUE,10022,Australian,40.75995314,-73.96982276
MCCANN WORLDGROUP / FOODA,Manhattan,622,3 AVENUE,10017,American,40.74957378,-73.97532422
ARTICHOKE BASILLE'S PIZZA,Brooklyn,9102,4 AVENUE,11209,Pizza/Italian,40.61901461,-74.02990796
DOG & BONE,Manhattan,338,3 AVENUE,10010,American,40.74002054,-73.98228883
EAST VILLAGE PIZZA AND KEBAB,Manhattan,145,1 AVENUE,10003,Pizza/Italian,40.72808669,-73.98492945
RETRO GRILL,Brooklyn,2556,CONEY ISLAND AVENUE,11223,Jewish/Kosher,40.59463265,-73.9609283
EL GAUCHITO RESTAURANT,Queens,94-60,CORONA AVENUE,11373,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.74228621,-73.86947844
TOUS LES JOURS,Queens,3916,PRINCE ST,11354,Bakery,40.75947768,-73.83224308
AMENDMENT 18 (entrance on Dock Street),Staten Island,691,BAY STREET,10304,American,40.62510674,-74.07476415
LA CASA DE LOS ANOJITOS,Queens,8108,37 AVENUE,11372,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.74965608,-73.88504469
ROMANIAN GARDEN,Queens,4306,43 AVE,11104,Eastern European,40.74518777,-73.92095393
ANDA CAFE,Queens,6002,MAIN ST,11355,Café/Coffee/Tea,40.74307595,-73.8255469
"BURGER KING, POPEYES",Queens,161-50,CROSSBAY BOULEVARD,11414,Hamburgers,40.65497437,-73.83884996
CHEZ ALAIN RESTAURAUNT,Manhattan,2046,7 AVENUE,10027,African,40.80722716,-73.94960853
STARBUCKS,Manhattan,286,1 AVENUE,10009,Café/Coffee/Tea,40.73315844,-73.98107828
AFFABLE EATERY,Brooklyn,912,65 STREET,11219,Chinese,40.63106768,-74.00996872
BEAST AND BOTTLES,Brooklyn,151,ATLANTIC AVENUE,11201,French,40.69044305,-73.99509232
DUNKIN',Staten Island,1201,VICTORY BOULEVARD,10301,Donuts,40.61634757,-74.10367054
EMPIRE GYRO,Manhattan,202,ALLEN STREET,10002,Mediterranean,40.72257289,-73.98877649
JUST COMBO RESTAURANT,Queens,2101,21ST AVE,11105,Middle Eastern,40.78220993,-73.91448597
IL POETA,Queens,Apr-98,METROPOLITAN AVENUE,11375,Italian,40.71101895,-73.8544732
TRATTORIA ZERO OTTO NOVE II,Manhattan,15,WEST   21 STREET,10010,Italian,40.74060347,-73.99131394
TWIN SISTER PAN,Brooklyn,6319,8TH AVE,11220,Chinese,40.63337862,-74.01173807
GIULIANA RISTORANTE,Staten Island,4105,HYLAN BOULEVARD,10308,Italian,40.53972163,-74.14819607
DEL FRISCO'S STEAKHOUSE,Manhattan,1221,AVENUE OF THE AMERICAS,10036,Steak,40.75909387,-73.98213574
WEST 3RD COMMON,Manhattan,1,WEST    3 STREET,10012,American,40.72787621,-73.99486946
DOS TOROS TAQUERIA,Manhattan,1111,LEXINGTON AVENUE,10075,Tex-Mex,40.77395101,-73.95961318
LA NUEVA VICTORIA RESTAURANT,Manhattan,2536,BROADWAY,10025,Chinese/Cuban,40.79387345,-73.97233903
LOVE MAMA,Manhattan,174,2 AVENUE,10003,Asian,40.73046382,-73.98629638
GUAC,Manhattan,179,AVENUE B,10009,Mexican,40.72765214,-73.97931556
DUNKIN',Queens,6040,MYRTLE AVENUE,11385,Donuts,40.70060713,-73.89665234
INTERNATIONAL HOUSE DINING,Manhattan,500,RIVERSIDE DRIVE,10027,American,40.81454958,-73.96247498
SLICE & CO,Bronx,3439,EAST TREMONT AVENUE,10465,Pizza/Italian,40.83248152,-73.8277761
ANGELO OF MULBERRY ST.,Manhattan,146,MULBERRY STREET,10013,Italian,40.71885974,-73.99751084
VIVI BUBBLE TEA,Manhattan,183,HESTER STREET,10013,Café/Coffee/Tea,40.71800063,-73.99747119
THE WING BAR,Brooklyn,275,SMITH STREET,11231,American,40.68255723,-73.99327211
NO.1 KITCHEN,Manhattan,265,1 AVENUE,10003,Chinese,40.73226376,-73.98176771
PINO WINE BAR,Manhattan,156,EAST   33 STREET,10016,American,40.74548768,-73.97966367
HOOTERS,Queens,Sep-61,190 STREET,11365,American,40.74096984,-73.78464067
WILLIAMS CAFE,Bronx,122,WESTCHESTER SQ,10461,American,40.84047229,-73.84170579
DOUBLE DRAGON CHINESE RESTAURANT,Brooklyn,41A,NEWKIRK PLAZA,11226,Chinese,40.63481966,-73.96274938
Banquet Kitchen,Manhattan,455,MADISON AVENUE,10022,American,40.75810725,-73.97539324
ORCHARD BEACH SNACK BAR SECTION #7,Bronx,1,ORCHARD BEACH ROAD,10464,Café/Coffee/Tea,40.86515325,-73.8028385
EL MORDISCO RESTAURANT & SPORT BAR,Queens,85-14,ROOSEVELT AVENUE,11372,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.74793638,-73.88090085
SONG,Brooklyn,295,5 AVENUE,11215,Thai,40.67352305,-73.98265985
BROOKLYN SWEET SPOT,Brooklyn,366,MYRTLE AVENUE,11205,Bakery,40.6931844,-73.97156238
HUNDRED TASTE,Queens,42-35,MAIN STREET,11355,Chinese,40.7544181,-73.82788125
WINE 30,Manhattan,41,EAST   30 STREET,10016,Mediterranean,40.74503552,-73.98429404
% SHAO BIN ZHENG,Staten Island,1445,RICHMOND AVENUE,10314,Asian,40.61311163,-74.15863902
PANINI LA CAFE,Brooklyn,45,LEE AVENUE,11211,Jewish/Kosher,40.70633412,-73.96063174
CASANOVA RESTAURANT,Brooklyn,338,MC GUINESS BOULEVARD,11222,Italian,40.73408878,-73.95227647
MY GRILL BAR,Brooklyn,1022,AVENUE P,11223,Jewish/Kosher,40.60989712,-73.96306587
BLKYN BURRO,Brooklyn,922,FULTON STREET,11238,Mexican,40.68288392,-73.96411777
CUCCIOS BAKERY,Brooklyn,320,AVENUE X,11223,Bakery,40.59041424,-73.97128947
HERBALIFE NUTRICION CENTER GUTIERREZ,Bronx,624,MELROSE AVENUE,10455,"Juice, Smoothies, Fruit Salads",40.81789072,-73.91692921
DAZIES RESTAURANT,Queens,39-41,QUEENS BOULEVARD,11104,Italian,40.74388391,-73.92488913
Kaffe 1668,Manhattan,530,5 AVENUE,10036,Café/Coffee/Tea,40.75487205,-73.97987736
GEMMA,Manhattan,4,EAST    3 STREET,10003,Italian,40.72620444,-73.99138077
MY CORAL RESTAURANT,Brooklyn,5401,4 AVENUE,11220,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.64413504,-74.01498666
INDIAN KITCHEN,Brooklyn,739,GRAND STREET,11211,Indian,40.71170112,-73.94330008
POTBELLY SANDWICH WORKS,Manhattan,46,WEST   56 STREET,10019,Sandwiches/Salads/Mixed Buffet,40.76291619,-73.97598348
VALENCIA COFFEE ROOM,Bronx,801,EDGEWATER ROAD,10474,Café/Coffee/Tea,40.81765305,-73.8834708
SUMI SUSHI,Brooklyn,287,FLATBUSH AVENUE,11217,Japanese,40.67920583,-73.97391544
TROYKA/DA MIKELLE PALACE/MIKELLE CORNER/SUSHI & STEAK HOUSE,Queens,10255,QUEENS BOULEVARD,11375,Jewish/Kosher,40.72537758,-73.85076894
SUTTON BAR ROOM,Manhattan,1074,1 AVENUE,10022,American,40.7592647,-73.96221026
ROOT HILL CAFE,Brooklyn,262,4 AVENUE,11215,Café/Coffee/Tea,40.67624056,-73.98384524
BIG APPLE CHINESE RESTAURANT,Queens,11407,BEACH CHANNEL DR,11694,Chinese,40.58224247,-73.83657808
PASTELITOS ELVYS,Brooklyn,255,WILSON AVENUE,11237,Spanish,40.69798048,-73.92092717
QUEENS COMFORT,Queens,3618,30TH AVE,11103,American,40.76490072,-73.91717245
L'UNIQUE BAR & RESTAURANT,Brooklyn,1773,NOSTRAND AVENUE,11226,Caribbean,40.64245569,-73.94866326
JIMBO'S HAMBURGER,Manhattan,2027,LEXINGTON AVENUE,10035,Hamburgers,40.80326641,-73.93821183
MORTON'S THE STEAKHOUSE,Manhattan,136,WASHINGTON STREET,10006,Steak,40.70965023,-74.0138436
SWEETLEAF,Brooklyn,159,FREEMAN STREET,11222,Café/Coffee/Tea,40.7343811,-73.95569696
NEW SUN MARY BAKERY,Queens,133-57,41 ROAD,11355,Bakery,40.75705369,-73.830134
TEXAS CHICKEN & BURGERS,Brooklyn,1104,LAFAYETTE AVENUE,11221,Chicken,40.69257225,-73.92768776
EL RANCHO BURRITOS,Manhattan,359,WEST   45 STREET,10036,Tex-Mex,40.7598359,-73.98999027
HAMPTON INN,Manhattan,320,PEARL STREET,10038,American,40.70901426,-74.00227238
FIRST LAMB SHABU,Queens,136-72,ROOSEVELT AVENUE,11354,Chinese,40.76018443,-73.82759917
DUNKIN',Brooklyn,3031,CONEY ISLAND AVENUE,11235,American,40.58205295,-73.95993847
SWEETGREEN,Manhattan,786,LEXINGTON AVENUE,10065,Salads,40.76361941,-73.96717863
CAPRI II PIZZA,Bronx,149,DREISER LOOP,10475,Pizza/Italian,40.87651579,-73.82991803
ELLEN'S STARDUST DINER,Manhattan,1650,BROADWAY,10019,American,40.76195688,-73.98368358
PRET A MANGER,Manhattan,600,LEXINGTON AVENUE,10022,Sandwiches,40.75793613,-73.97132166
SING FEI RESTAURANT,Bronx,263,EAST GUN HILL ROAD,10467,Chinese,40.87968954,-73.8755831
TASTY BITES,Brooklyn,1456,ST JOHN'S PLACE,11213,Caribbean,40.67052503,-73.93020271
TOASTIES,Manhattan,25,JOHN STREET,10038,American,40.70976053,-74.00873613
SAKURA 6 JAPANESE CUISINE,Brooklyn,837,MANHATTAN AVENUE,11222,Japanese,40.72870959,-73.9536117
GUANTANAMERA,Manhattan,939,8 AVENUE,10019,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.76572816,-73.98360324
SOPHIE'S CUBAN CUISINE,Manhattan,947,8 AVENUE,10019,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.76594772,-73.98344434
BETTER GOURMET HEALTH KITCHEN,Bronx,1135C,MORRIS PARK AVENUE,10461,American,40.85018271,-73.85164093
3rd & 7,Brooklyn,3622,QUENTIN ROAD,11234,American,40.61477672,-73.93656804
"FLOYD, NY",Brooklyn,131,ATLANTIC AVENUE,11201,American,40.69060227,-73.99566204
FORTUNE BAKERY,Brooklyn,5612,8 AVENUE,11220,Chinese,40.63762242,-74.00735027
SPICE,Brooklyn,61,7 AVENUE,11217,Thai,40.67556369,-73.97469557
NEW SOLDIERS RESTAURANT,Brooklyn,1278,NOSTRAND AVENUE,11226,Caribbean,40.6558344,-73.95012338
ENNJU,Manhattan,20,EAST   17 STREET,10003,Japanese,40.73743325,-73.99109063
PAQUITO'S,Manhattan,143,1 AVENUE,10003,Mexican,40.72802082,-73.98498358
EL GALLO NEGRO 2,Queens,13207,14TH AVE,11356,Mexican,40.78627195,-73.8359923
LATINA'S KITCHEN & BAR,Bronx,182,WEST BURNSIDE AVENUE,10453,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.85438399,-73.91585322
BAR PITTI,Manhattan,268,6 AVENUE,10014,Italian,40.7293228,-74.00235606
CHINATOWN RESTAURANT,Manhattan,1650,3 AVENUE,10128,Asian,40.78289007,-73.95101724
EVERYDAY CHINESE RESTAURANT,Brooklyn,890,WYCKOFF AVENUE,11237,Chinese,40.697097,-73.90675906
CANAAN CAKE HOUSE,Queens,36-40,UNION STREET,11354,Bakery,40.76318767,-73.82790904
KAPAMILYA,Queens,Oct-69,ROOSEVELT AVENUE,11377,Filipino,40.74633999,-73.89612278
ITALIANISSIMO RISTORANTE,Manhattan,307,EAST   84 STREET,10028,Italian,40.7763718,-73.95224244
MALLY'S,Brooklyn,199,KNICKERBOCKER AVENUE,11237,Mexican,40.70352048,-73.92662991
CAFFE EGIDIO,Bronx,622,EAST  187 STREET,10458,Bakery,40.85512202,-73.88674145
BAREBURGER,Queens,4238,BELL BOULEVARD,11361,American,40.76214534,-73.77028415
DUNKIN',Manhattan,567,3 AVENUE,10016,Donuts,40.74788051,-73.97653389
PUNJABI DHABA CATERING & SWEETS,Queens,119-16,101 AVENUE,11419,Indian,40.69001698,-73.8257151
MANHATTAN PROPER,Manhattan,6,MURRAY STREET,10007,American,40.71322176,-74.00762197
Silver Palace,Manhattan,3438,BROADWAY,10031,Chinese,40.82316176,-73.95281936
FRESH & CO.,Manhattan,127,EAST   60 STREET,10022,Sandwiches/Salads/Mixed Buffet,40.76309273,-73.96827991
THE ROAST,Brooklyn,5124,8 AVENUE,11220,Chinese,40.64037284,-74.00448962
CAFE MOCHA,Queens,9640,QUEENS BLVD,11374,Chinese,40.72966969,-73.86113251
PUNTO CIBAENO RESTAURANT,Queens,164-05,89 AVENUE,11432,Spanish,40.70747319,-73.79700186
SARABETH'S,Manhattan,423,AMSTERDAM AVENUE,10024,American,40.78400449,-73.97768024
NEW SAN FRANCISCO RESTAURANT,Manhattan,59,AUDUBON AVENUE,10032,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.84061963,-73.9382529
PETE'S BROOKLYN EATS,Brooklyn,140,58 STREET,11220,American,40.64533046,-74.02286416
DIA,Manhattan,58,2 AVENUE,10003,Italian,40.72576789,-73.9897176
GRIFF'S PLACE,Staten Island,702,NEW DORP LANE,10306,American,40.56589835,-74.10057942
PLAZA TULCINGO RESTAURANT,Bronx,10,EAST CLARKE PLACE,10452,Mexican,40.83817826,-73.9185373
KUNG FU TEA,Queens,4221,BELL BLVD,11361,Café/Coffee/Tea,40.76231287,-73.77033772
BOBWHITE COUNTER,Manhattan,230,PARK AVENUE,10169,Sandwiches,40.75450075,-73.97595043
WILD GINGER VEGETARIAN KITCHEN,Manhattan,380,BROOME STREET,10013,Vegetarian,40.72034463,-73.99642851
THE DEAD POET,Manhattan,450,AMSTERDAM AVENUE,10024,Irish,40.7848525,-73.97709135
GRITO MEXICAN GRILL,Manhattan,1555,ST NICHOLAS AVENUE,10040,Mexican,40.85349362,-73.93068594
ALFIE'S,Manhattan,800,9 AVENUE,10019,Irish,40.76544869,-73.98750212
DAFNI,Manhattan,325,WEST   42 STREET,10036,Greek,40.7576182,-73.99070169
HUNAN HOUSE,Manhattan,40,WEST   56 STREET,10019,Chinese,40.76285578,-73.97584271
BOLIVIAN LLAMA PARTY,Brooklyn,590,FULTON STREET,11217,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.68808346,-73.97890961
BLOSSOM POKE BOWL,Brooklyn,153,REMSEN STREET,11201,Vietnamese/Cambodian/Malaysia,40.69345116,-73.99218557
KENNEDY CHICKEN & PIZZA,Bronx,4049,LACONIA AVENUE,10466,American,40.88627656,-73.84792538
NEW CHINESE GARDEN OF GUYANA,Queens,109-10,LIBERTY AVENUE,11419,Chinese,40.68414246,-73.83261722
WHISKEY REBEL,Manhattan,129,LEXINGTON AVENUE,10016,American,40.74301781,-73.98216894
JADE STAR KITCHEN,Brooklyn,7008,18 AVENUE,11204,Chinese,40.61614178,-73.9932068
LAS CHATAS TAQUERIA & DELI GROCERY,Bronx,599,EAST  184 STREET,10458,Mexican,40.85370858,-73.88966104
CELLO WINE BAR,Manhattan,226,EAST   53 STREET,10022,American,40.75737275,-73.96864721
JAY'S ROTI HUT,Queens,13509,LEFFERTS BLVD,11420,Caribbean,40.67026094,-73.82095084
AUNTIE GUAN'S KITCHEN,Manhattan,219,EAST   23 STREET,10010,Chinese,40.7385686,-73.98251655
DIVYA'S KITCHEN,Manhattan,25,1 AVENUE,10003,Vegetarian,40.72365427,-73.98816299
HONG KONG NOODLE SARIKU SUSHI,Manhattan,174,LEXINGTON AVENUE,10016,Chinese/Japanese,40.74430495,-73.98125555
LA GUALACENA BAR & RESTAURANT,Brooklyn,178,WYCKOFF AVENUE,11237,Spanish,40.70213514,-73.91577204
ROOFTOP BAR,Brooklyn,97,WYTHE AVENUE,11249,American,40.72103171,-73.95879037
Teriyaki Boyz,Queens,8312,37TH AVE,11372,Other,40.7498518,-73.88316036
JOE & THE JUICE,Manhattan,161,PRINCE STREET,10012,Café/Coffee/Tea,40.72598518,-74.00132409
Dreamers Coffee,Manhattan,54,HENRY STREET,10002,Other,40.71294195,-73.99523133
IZZY'S BBQ SMOKEHOUSE,Brooklyn,397,TROY AVENUE,11213,Jewish/Kosher,40.66483083,-73.93704292
BY CHLOE,Manhattan,185,BLEECKER STREET,10012,Vegetarian,40.72907853,-74.00100664
LA CASA BELLA,Brooklyn,2579,CROPSEY AVENUE,11214,Pizza/Italian,40.5906783,-73.99176198
VIVI BUBBLE TEA,Manhattan,205,ALLEN STREET,10002,Café/Coffee/Tea,40.72263328,-73.98877648
LE BARATIN,Manhattan,26,GREENWICH AVENUE,10011,French,40.73501821,-74.00016959
EDDIE'S NY DELI & PIZZA,Manhattan,184,EAST  116 STREET,10029,Pizza/Italian,40.79815143,-73.94054621
FORDHAM U- RAM CAFE AT LOWENSTEIN HALL,Manhattan,113,WEST   60 STREET,10023,American,40.77013369,-73.98497405
JUPIOCA,Brooklyn,135,LAWRENCE STREET,11201,"Juice, Smoothies, Fruit Salads",40.69187511,-73.9862755
PAPA JOHN'S,Brooklyn,215,WINTHROP STREET,11225,Pizza/Italian,40.65694983,-73.95261299
CAMELLIA FAMILY,Queens,4215,COLLEGE POINT BLVD,11355,Chinese,40.75450534,-73.83304972
MODERN GOURMET,Manhattan,793,BROADWAY,10003,Delicatessen,40.73208922,-73.99138
DAY BREAK CAFE RESTAURANT,Queens,Jan-45,34 AVENUE,11101,American,40.75475029,-73.91674477
ALFIE'S,Manhattan,800,9 AVENUE,10019,Irish,40.76544869,-73.98750212
KASBAH BBQ & GRILL,Manhattan,251,WEST   85 STREET,10024,Jewish/Kosher,40.78785534,-73.97752728
EL CALDERO RESTAURANT SPORT BAR,Bronx,1267,JEROME AVENUE,10452,Spanish,40.83735071,-73.92048262
LUZZO'S LA PIZZA NAPOLETANA,Manhattan,211,1 AVENUE,10003,Italian,40.7304195,-73.98324754
EL CALDERO RESTAURANT SPORT BAR,Bronx,1267,JEROME AVENUE,10452,Spanish,40.83735071,-73.92048262
GOO GONG TAN,Queens,4009,149TH PL,11354,Korean,40.76317058,-73.81515531
KUNG FU TEA,Queens,Dec-86,JUSTICE AVENUE,11373,Café/Coffee/Tea,40.73764769,-73.8770546
THE HIDEAWAY SEAPORT,Manhattan,22,PECK SLIP,10038,American,40.70807281,-74.00183952
LOS ALMUERZOS,Queens,138-21,JAMAICA AVENUE,11435,Mexican,40.70251846,-73.81458838
SUBWAY,Queens,7422,BROADWAY,11373,Sandwiches,40.74650275,-73.89108077
CHINA TASTES,Brooklyn,627,SUTTER AVENUE,11207,Chinese,40.66930482,-73.89567727
VON,Manhattan,3,BLEECKER STREET,10012,American,40.72530424,-73.99247767
"DUNKIN', BASKIN ROBBINS",Brooklyn,137,WYCKOFF AVENUE,11237,Donuts,40.70406143,-73.91882445
MERMELSTEIN CATERERS,Brooklyn,351,KINGSTON AVENUE,11213,Jewish/Kosher,40.66706241,-73.94240095
SUBWAY,Queens,2109,BROADWAY,11106,Sandwiches,40.76511052,-73.93147862
URBAN VINTAGE,Brooklyn,294,GRAND AVENUE,11238,American,40.68792289,-73.96272681
REFINERY LOBBY BAR,Manhattan,63,WEST   38 STREET,10018,American,40.75176572,-73.98462811
DUNKIN',Bronx,2200,WHITE PLAINS ROAD,10467,Donuts,40.85789018,-73.86756969
LIVELY,Brooklyn,396,7 AVENUE,11215,"Juice, Smoothies, Fruit Salads",40.66487984,-73.98326767
STARBUCKS COFFEE COMPANY,Manhattan,15,CARLISLE STREET,10006,Café/Coffee/Tea,40.70913143,-74.01417894
GIACOMO'S PIZZERIA,Staten Island,170,NEW DORP LANE,10306,Pizza/Italian,40.57329561,-74.11508977
BLACKBIRD'S,Queens,41-19,30 AVENUE,11103,American,40.7634107,-73.9139651
NEW YORK LUNCHEONETTE,Manhattan,135,EAST   50 STREET,10022,American,40.75632236,-73.97193959
BAREBURGER,Manhattan,514,3 AVENUE,10016,Hamburgers,40.74602258,-73.97791316
TOMMY'S TAVERN & TAP,Staten Island,2655,RICHMOND AVENUE,10314,American,40.58229742,-74.16905259
PAPAYE DINER,Bronx,2300,GRAND CONCOURSE,10458,African,40.85760169,-73.89983451
URSULA,Brooklyn,724,STERLING PLACE,11216,Other,40.672865,-73.9549557
MEMO SHISH KEBAB,Brooklyn,1821,KINGS HIGHWAY,11229,Turkish,40.61017967,-73.95494053
GOLDEN PALACE,Staten Island,1757,ARTHUR KILL ROAD,10312,Chinese,40.56172054,-74.19444146
JOSEPH LEONARD,Manhattan,170,WAVERLY PLACE,10014,American,40.7336513,-74.00157682
HEALTHY CHINESE FOOD,Queens,7月20日,127 STREET,11356,Chinese,40.7814488,-73.84141335
XIN BAO,Queens,13742,GUY R BREWER BLVD,11434,Chinese,40.67163069,-73.77436786
UPTOWN JUICE & VEG,Manhattan,52,EAST  125 STREET,10035,Caribbean,40.80558135,-73.94031197
NIFOROS COFFEE SHOP,Queens,4357,11TH ST,11101,American,40.75053123,-73.94896223
RESERVE CUT,Manhattan,40,BROAD STREET,10004,Jewish/Kosher,40.70601369,-74.01133252
AYURVEDA CAFE,Manhattan,706,AMSTERDAM AVENUE,10025,Indian,40.79291525,-73.9712018
SUBWAY,Brooklyn,139,FLATBUSH AVENUE,11217,Sandwiches,40.68442994,-73.97772452
FRESH KITCHEN,Manhattan,270,MADISON AVENUE,10016,American,40.75111733,-73.98052456
STRAUSS BAKERY,Brooklyn,5115,13 AVENUE,11219,Jewish/Kosher,40.63375232,-73.99342117
SIX HAPPINESS TO GO,Manhattan,711,2 AVENUE,10016,Chinese,40.74748745,-73.97392108
AM THAI BISTRO,Brooklyn,1003,CHURCH AVENUE,11218,Thai,40.64666282,-73.97016248
FAMOUS PIZZA PARK,Brooklyn,263,AVENUE U,11223,Pizza/Italian,40.59684876,-73.97442665
E&C DELI RESTAURANT,Queens,126-96,WILLETS POINT BOULEVARD,11368,Spanish,40.75803955,-73.84200713
SUGAR STORY,Queens,40-49,COLLEGE POINT BOULEVARD,11354,Bakery,40.75665554,-73.83377344
DA VINCI PIZZA,Brooklyn,6514,18 AVENUE,11204,Pizza/Italian,40.61897968,-73.99034286
POKEGREEN,Manhattan,164,PEARL STREET,10005,Hawaiian,40.70586303,-74.00761751
PICK & EAT,Manhattan,4179,BROADWAY,10033,American,40.84745668,-73.93807665
BAR NONE,Manhattan,98,3 AVENUE,10003,American,40.73233593,-73.98788722
BRICK OVEN BREAD,Brooklyn,109,BRIGHTON   11 STREET,11235,Bakery,40.57982066,-73.95779065
DOUGLASTON DELI,Queens,4423,DOUGLASTON PKWY,11363,Delicatessen,40.76614639,-73.74519115
DELICACY,Manhattan,12,EAST   44 STREET,10017,Delicatessen,40.75449592,-73.97929997
MOKJA,Queens,3519,BROADWAY,11106,Korean,40.76037249,-73.92196823
JACKS FIRE DEPARTMENT,Queens,39-46,SKILLMAN AVENUE,11104,American,40.7472705,-73.9242068
TASTY BITES,Brooklyn,1456,ST JOHN'S PLACE,11213,Caribbean,40.67052503,-73.93020271
MISTER BURRITO LOCO,Queens,4320,GREENPOINT AVE,11104,Mexican,40.74101624,-73.92169147
HARRY'S ITALIAN,Manhattan,225,MURRAY STREET,10282,Italian,40.71512319,-74.01479706
PETER CALLAHAN CATERING,Manhattan,137,WEST   25 STREET,10001,American,40.74467407,-73.99302041
PYRAMIDS HOOKAH AND BAR,Queens,40-19,BELL BOULEVARD,11361,American,40.76407402,-73.77121606
Clean Market,Manhattan,240,EAST   54 STREET,10022,American,40.75789406,-73.9679467
THE BAO,Manhattan,13,SAINT MARKS PLACE,10003,Chinese,40.72918506,-73.98904237
ST BESS RESTAURANT,Bronx,4466,BAYCHESTER AVENUE,10466,Caribbean,40.90141234,-73.8468922
CITY CAFE,Manhattan,35,WEST   43 STREET,10036,Delicatessen,40.75468845,-73.98165687
MAGGIE REILLY'S,Manhattan,340,9 AVENUE,10001,Irish,40.75053708,-73.99836503
ASTRO RESTAURANT,Manhattan,101,WEST   55 STREET,10019,American,40.76313625,-73.97839841
SPICE KITCHEN,Queens,7104,GRAND AVE,11378,Indian,40.72781738,-73.8921397
SUNNYSIDE PLAYS,Queens,4309,48TH AVE,11377,Café/Coffee/Tea,40.73961117,-73.92205398
NATALIA BAR,Queens,Oct-62,39 AVENUE,11377,Mexican,40.7468442,-73.90140558
ESPRESSO MATTO,Manhattan,201,WEST   21 STREET,10011,Café/Coffee/Tea,40.74294504,-73.99688922
DOMINO'S PIZZA,Manhattan,3624,BROADWAY,10031,Pizza/Italian,40.8291544,-73.94844277
FRUITTI YUMMI FROZEN YOGURT,Queens,10308,ROOSEVELT AVE,11368,"Ice Cream, Gelato, Yogurt, Ices",40.74987559,-73.86252307
SEATTLE CAFE,Queens,Feb-32,QUEENS BOULEVARD,11101,American,40.74469338,-73.93339797
ANTHONY'S FAMOUS PIZZERIA,Staten Island,309,BRADLEY AVENUE,10314,Pizza/Italian,40.60358314,-74.1315314
TASTE OF TACO/YUMMY CHINA,Queens,6841,MYRTLE AVE,11385,Tex-Mex,40.70172809,-73.88346864
ONE STATION PLAZA,Queens,213-10,41 AVENUE,11361,American,40.76351507,-73.77170533
TURKS & FROGS,Manhattan,323,WEST   11 STREET,10014,French,40.73564927,-74.00732865
GOLDEN CHICKEN,Queens,17944,HILLSIDE AVENUE,11432,Chicken,40.71276741,-73.7832532
FARMERS PIZZA & GRILL,Queens,117-25,FARMERS BOULEVARD,11412,American,40.69080874,-73.76226598
MESON SEVILLA RESTAURANT,Manhattan,344,WEST   46 STREET,10036,Spanish,40.76033538,-73.98924659
