NAME,BORO,BUILDING,STREET,ZIPCODE,CUISINE DESCRIPTION,Latitude,Longitude
TRAPIZZINO,Manhattan,144,ORCHARD STREET,10002,Italian,40.72047042,-73.98901495
GYRO CORNER NYC,Queens,3269,FRANCIS LEWIS BLVD,11358,Greek,40.76783082,-73.79094706
ROMA PIZZA,Brooklyn,85,7 AVENUE,11217,Pizza/Italian,40.67467451,-73.97530517
LITTLE ITALY PIZZA,Manhattan,55,WEST   45 STREET,10036,Pizza/Italian,40.75613761,-73.98120889
TUDOR CITY MARKETPLACE,Manhattan,304,EAST   42 STREET,10017,American,40.7496663,-73.97186661
CROWN FRIED CHICKEN,Queens,168-29,HILLSIDE AVENUE,11432,Chicken,40.71040434,-73.79377181
VIV THAI RESTAURANT,Manhattan,717,9 AVENUE,10019,Thai,40.76271237,-73.98952416
CARRY ON TEA & SYMPATHY,Manhattan,110,GREENWICH AVENUE,10011,English,40.73841071,-74.00219039
GUAN FU,Queens,3916,PRINCE ST,11354,Chinese,40.75947768,-73.83224308
MONDAYOFF BY PLANT LOVE HOUSE,Brooklyn,752,CONEY ISLAND AVENUE,11218,Thai,40.63921037,-73.96878942
BAMBINO PIZZA III THE ORIGINAL,Queens,5656,MYRTLE AVE,11385,Pizza/Italian,40.70031464,-73.90435984
AGNANTI RESTAURANT,Queens,6月19日,DITMARS BOULEVARD,11105,Greek,40.78110345,-73.91777329
ESQUIRE DINER,Queens,105-45,CROSSBAY BOULEVARD,11417,American,40.67954507,-73.84438586
GRAND SEAPORT BUFFET,Brooklyn,2027,EMMONS AVENUE,11235,Other,40.58371937,-73.94723252
GOOD EATS,Queens,69-32,GRAND AVENUE,11378,American,40.72654031,-73.89427766
MARI VANNA,Manhattan,41,EAST   20 STREET,10003,Russian,40.73887408,-73.98904799
MARTINIELLO'S III PIZZERIA & ITALIAN RESTAURNT,Queens,8901,101ST AVE,11416,Pizza/Italian,40.68284486,-73.8510051
KAFFE 1668,Manhattan,275,GREENWICH STREET,10007,Café/Coffee/Tea,40.71521417,-74.0112403
DIAMOND FOREST YAN'S CHINESE KITCHEN,Staten Island,356,FOREST AVENUE,10301,Chinese,40.63110576,-74.10118246
EAST BUFFET & RESTAURANT,Queens,Jul-42,MAIN STREET,11355,Chinese,40.7550745,-73.82814304
ASHBY'S,Manhattan,120,BROADWAY,10271,American,40.70853891,-74.01104079
CAFE MORNING OF NY,Queens,158-14,NORTHERN BOULEVARD,11358,Café/Coffee/Tea,40.76340712,-73.80711176
SOHO CAFE & GRILL,Brooklyn,215,CHURCH AVENUE,11218,American,40.6433599,-73.97811303
FARMER'S FRIDGE - DENTSU 42ND,Manhattan,150,EAST   42 STREET,10017,American,40.75118773,-73.97548243
LATIN AMERICAN RESTAURANT,Manhattan,29,WEST   26 STREET,10010,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.74410841,-73.98975085
COCORON,Manhattan,37,KENMARE STREET,10012,Japanese,40.72073984,-73.99529571
THE PLAYERS,Manhattan,16,GRAMERCY PARK SOUTH,10003,American,40.7377759,-73.98648252
CIRO PIZZA CAFE,Staten Island,862,HUGUENOT AVENUE,10312,Italian,40.53345224,-74.19259256
YAMA RAMEN,Manhattan,60,WEST   48 STREET,10036,Japanese,40.75819878,-73.98032034
THAI JASMINE RESTAURANT,Manhattan,106,BAYARD STREET,10013,Thai,40.71613147,-73.99993146
FUSION JUICE BAR,Queens,30-93,38 STREET,11103,"Juice, Smoothies, Fruit Salads",40.76217814,-73.91747546
TASTEE PATTEE BAKERY AND GRILL,Brooklyn,1431,ROCKAWAY PARKWAY,11236,Caribbean,40.64500551,-73.90216563
CAFFEE EXPRESS,Queens,2551,STEINWAY STREET,11103,Café/Coffee/Tea,40.76753734,-73.91201028
NABAYA AFRICAN AMERICAN RESTUARANT,Bronx,860,MELROSE AVENUE,10451,African,40.82360048,-73.9141399
DUNKIN',Bronx,2973,EAST TREMONT AVENUE,10461,Donuts,40.84086691,-73.83927977
DUNKIN',Manhattan,875,3 AVENUE,10022,Donuts,40.7575953,-73.96945204
EIGHT BEAUTITUDES KOREAN RESTAURANT #18,Queens,136-20,ROOSEVELT AVENUE,11354,Korean,40.75977791,-73.82923543
REYES TRAVEL JUICE BAR,Brooklyn,1512,NEWKIRK AVENUE,11226,"Juice, Smoothies, Fruit Salads",40.63577211,-73.96278127
UMI SUSHI & LOUNGE/ DR. SEA,Queens,4508,PARSONS BLVD,11355,Chinese,40.75548295,-73.81544021
KINGSTON PUBLIC HOUSE,Brooklyn,100,KINGSTON AVENUE,11213,American,40.67619935,-73.94156745
MIKE'S DINER,Brooklyn,1454,86 STREET,11228,Greek,40.61194747,-74.01043768
YU KING BAKERY,Brooklyn,2335,86 STREET,11214,Chinese,40.60001049,-73.99065171
KNAPP ST PIZZA II,Brooklyn,261,AVENUE X,11223,Pizza/Italian,40.59020886,-73.97328784
CARIBE RESTAURANT,Bronx,849,CASTLE HILL AVENUE,10473,Spanish,40.82443949,-73.84930297
GONG CHA,Manhattan,2810,BROADWAY,10025,"Juice, Smoothies, Fruit Salads",40.80326466,-73.96732878
LA ABUNDANCIA RESTAURANT & BAKERY,Queens,8116,ROOSEVELT AVE,11372,Spanish,40.74754492,-73.88460804
414 HOTEL,Manhattan,414,WEST   46 STREET,10036,American,40.76126879,-73.99145924
SHAKE SHACK,Manhattan,51,ASTOR PLACE,10003,Hamburgers,40.73017605,-73.99046019
LA VILLITA RESTAURANT,Brooklyn,1249,AVENUE U,11229,Mexican,40.59856521,-73.95884824
GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Brooklyn,1364,PENNSYLVANIA AVENUE,11239,Caribbean,40.64800023,-73.8819448
HEALTHY BITES DELI,Manhattan,4226,BROADWAY,10033,Delicatessen,40.84915772,-73.93680273
CITIBANK EMPLOYEE CAFETERIA,Queens,1,COURT SQUARE,11101,American,40.74669697,-73.94347589
APPLEBEE'S,Bronx,1776,EASTCHESTER RD,10461,American,40.84978213,-73.8434764
FAIRFIELD INN,Manhattan,21,WEST   37 STREET,10018,American,40.75073911,-73.98411223
YAKITORI TAISHO,Manhattan,5,ST MARKS PLACE,10003,Japanese,40.72933331,-73.98938872
MCDONALD'S,Manhattan,724,BROADWAY,10003,Hamburgers,40.72931166,-73.99346943
TOTA'S,Brooklyn,244,UTICA AVENUE,11213,Caribbean,40.67027024,-73.93099244
STARZ BANQUET HALL,Queens,23136,MERRICK BOULEVARD,11413,Caribbean,40.67541622,-73.7384298
GREEK XPRESS,Brooklyn,263,PROSPECT PARK WEST,11215,Greek,40.65861056,-73.98190325
VIVI BUBBLE TEA,Manhattan,226,EAST   14 STREET,10003,Café/Coffee/Tea,40.73296158,-73.98643659
LEO'S PIZZA,Brooklyn,2726,MERMAID AVENUE,11224,Pizza/Italian,40.57563972,-73.9936141
MEW,Manhattan,53,WEST   35 STREET,10001,Japanese,40.74986925,-73.98589898
NEW SHANGHAI TAN RESTAURANT,Queens,13520,40TH RD,11354,Chinese,40.75884874,-73.83011858
CRYSTAL ICE,Queens,13621,ROOSEVELT AVE,11354,Café/Coffee/Tea,40.75979164,-73.82924261
BARN JOO,Manhattan,35,UNION SQUARE WEST,10003,Korean,40.736758,-73.99059997
NEW JOHN GARDEN,Brooklyn,626,NOSTRAND AVENUE,11216,Chinese,40.67705141,-73.94983706
SOLELUNA,Queens,4001,QUEENS BLVD,11104,Italian,40.74379282,-73.92411694
JORDAN SNACK BAR AND BURGER,Manhattan,4419,BROADWAY,10040,Spanish,40.85577867,-73.93311279
MR. MARIO,Queens,1804,COLLEGE POINT BLVD,11356,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.78298096,-73.84587646
HOT SPACE SZECHWAN RESTAURANT,Brooklyn,774,51 STREET,11220,Chinese,40.64087512,-74.00485358
TEXAS FRIED CHICKEN,Manhattan,2144,8 AVENUE,10026,Chicken,40.80420489,-73.95550943
CHINA GARDEN,Brooklyn,133,IRVING AVENUE,11237,Chinese,40.7031796,-73.92168559
TU SONRISA,Manhattan,132,AUDUBON AVENUE,10032,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.84276243,-73.93670763
UPTOWN JUICE & VEG,Manhattan,52,EAST  125 STREET,10035,Caribbean,40.80558135,-73.94031197
SUBWAY,Manhattan,221,EAST BROADWAY,10002,Sandwiches/Salads/Mixed Buffet,40.71431369,-73.98696705
POPEYES,Bronx,360,BAYCHESTER AVENUE,10475,Chicken,40.86814659,-73.83143638
Infit Nutrition,Queens,6944,COOPER AVE,11385,"Juice, Smoothies, Fruit Salads",40.70140759,-73.88142069
RUMA'S KITCHEN,Queens,3701,61ST ST,11377,Indian,40.74918579,-73.90176662
POP'S COFFEE DINER,Queens,4429B,KISSENA BOULEVARD,11355,American,40.75331136,-73.82208748
LOWLANDS BAR,Brooklyn,543,3 AVENUE,11215,American,40.66859181,-73.99339609
PHO HOAI BAYRIDGE,Brooklyn,8616,4 AVENUE,11209,Vietnamese/Cambodian/Malaysia,40.62260516,-74.02843625
PASTEUR GRILL & NOODLES,Manhattan,85,BAXTER STREET,10013,Vietnamese/Cambodian/Malaysia,40.71677375,-73.99977274
BREAD & BUTTER,Manhattan,462,7 AVENUE,10018,American,40.7517471,-73.9900745
ATLANTICA,Manhattan,PIER 62,CHELSEA PIERS,10014,American,40.74837117,-74.00844527
KFC,Brooklyn,5223,5 AVENUE,11220,Chicken,40.64380056,-74.01165343
BAKE CULTURE,Manhattan,48,BOWERY,10013,Bakery,40.71572244,-73.99639629
EONS,Queens,6142,188TH ST,11365,Asian,40.73923803,-73.78618355
BEVERLY'S,Manhattan,21,ESSEX STREET,10002,American,40.71531308,-73.98988516
99 CENTS FRESH SLICE PIZZA,Manhattan,105,STANTON STREET,10002,Pizza/Italian,40.72118118,-73.98765115
EL MOLINO ROJO RESTAURANT,Bronx,101,EAST  161 STREET,10451,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.82734877,-73.92438623
BELL BOOK & CANDLE,Manhattan,141,WEST   10 STREET,10014,American,40.73458453,-74.00068198
ZIBETTO ESPRESSO BAR,Manhattan,1,PARK AVENUE,10016,Café/Coffee/Tea,40.74606173,-73.98207068
VINTNER WINE MARKET (BEERS & CHEESE),Manhattan,677,9 AVENUE,10036,Sandwiches,40.7614032,-73.99047014
ARZU RESTAURANT,Queens,10105,QUEENS BLVD,11375,Jewish/Kosher,40.72672127,-73.85192406
COCOA BAR,Manhattan,19,CLINTON STREET,10002,Café/Coffee/Tea,40.72073062,-73.98422403
BROOKLYN MOON CAFE,Brooklyn,745,FULTON STREET,11217,Caribbean,40.6864742,-73.97482844
NAGOYA,Brooklyn,1948,86 STREET,11214,Japanese,40.6052342,-73.99932655
DRUNKEN DUMPLING,Manhattan,137,1 AVENUE,10003,Chinese,40.72781498,-73.98513516
DAIRY QUEEN GRILL & CHILL,Manhattan,54,WEST   14 STREET,10011,Sandwiches,40.73670889,-73.99532705
TOM'S RESTAURANT,Brooklyn,782,WASHINGTON AVENUE,11238,American,40.67441872,-73.96312013
MATTEO'S OF HOWARD BEACH,Queens,Oct-92,SHORE PARKWAY,11414,Italian,40.66487616,-73.8417961
K-BAP,Manhattan,62,WEST   56 STREET,10019,Korean,40.76307272,-73.97635885
BLUESTONE LAKESIDE CAFE,Brooklyn,171,EAST DRIVE,11226,American,40.65816695,-73.96330215
TACOS GLORIA,Queens,103-07,MARTENSE AVENUE,11368,Mexican,40.74050281,-73.85628867
RED LOTUS BAKERY & CAFE,Queens,255-07,NORTHERN BOULEVARD,11362,Bakery,40.77202851,-73.73433378
PINO'S LA FORCHETTA,Brooklyn,181,7 AVENUE,11215,Pizza/Italian,40.67137306,-73.97782623
SPLENDID CHINA,Manhattan,2038,AMSTERDAM AVENUE,10032,Chinese,40.83542212,-73.94017668
DEASURA,Queens,100-05,METROPOLITAN AVENUE,11375,Middle Eastern,40.71081683,-73.85309936
JIMBO'S HAMBURGER PALACE,Bronx,346,DEVOE AVENUE,10460,Hamburgers,40.83918528,-73.87792153
GRANDPA'S BRICK OVEN PIZZA,Manhattan,4973,BROADWAY,10034,Pizza/Italian,40.86816521,-73.91959596
ROCKA ROLLA,Brooklyn,486,METROPOLITAN AVENUE,11211,American,40.71404936,-73.95257585
ARRIBA ARRIBA,Manhattan,762,9 AVENUE,10019,Mexican,40.76419718,-73.98841568
SHIRAZI CAFE AND GRILL,Queens,18402,HORACE HARDING EXPY,11365,Turkish,40.73965676,-73.78998208
MEET NOODLES,Brooklyn,5216,8 AVENUE,11220,Chinese,40.63984582,-74.00503727
XIN FA BAKERY,Brooklyn,5617,8 AVENUE,11220,Bakery,40.63759497,-74.00735027
TERRACE FISH & CHIPS,Manhattan,77,PEARL STREET,10004,Seafood,40.70394698,-74.01029705
THE AINSWORTH,Manhattan,64,3 AVENUE,10003,American,40.73122987,-73.98868843
ORTOBELLO'S,Brooklyn,6401,BAY PARKWAY,11204,Italian,40.61434529,-73.98089238
THE LAST WORD/TLW,Queens,3130,DITMARS BLVD,11105,Tapas,40.77574273,-73.91016161
DALUP,Manhattan,350,7 AVENUE,10001,Indian,40.74815715,-73.99269523
PRET A MANGER,Manhattan,1350,6 AVENUE,10019,Sandwiches,40.76272453,-73.97834079
APERITIF,Queens,213-41,39 AVENUE,11361,French,40.76537582,-73.77160507
MURASAKI SUSHI,Queens,4644,VERNON BLVD,11101,Japanese,40.74593824,-73.95303666
YOURS & MINE RESTAURANT,Brooklyn,841,EMPIRE BOULEVARD,11213,Caribbean,40.66358853,-73.93408842
DUMPLINGS AND THINGS,Queens,4526,46TH ST,11104,Chinese,40.74241136,-73.91886055
ANDAMAN THAI BISTRO,Manhattan,1843,1 AVENUE,10128,Thai,40.78276387,-73.94507731
NEW HAWAII II,Bronx,4112,EAST TREMONT AVENUE,10465,Chinese,40.81869179,-73.81703818
KENNEDY FRIED CHICKEN,Bronx,1708,UNIVERSITY AVENUE,10453,Chicken,40.8485503,-73.91809803
BOTTINO,Manhattan,248,10 AVENUE,10001,Italian,40.74860199,-74.00349361
LA CABANA SALVADORENA,Bronx,3150,VILLA AVENUE,10468,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.87592199,-73.88715066
CAFETAL SOCIAL CLUB/CHACHIS,Manhattan,285,MOTT STREET,10012,Italian,40.72415703,-73.99442599
PROVA PIZZA BAR,Manhattan,89,EAST   42 STREET,10017,Pizza/Italian,40.75209393,-73.97760435
THE TACO PLACE,Queens,94-03A,63 DRIVE,11374,Tex-Mex,40.72876091,-73.86320181
CIBAO,Brooklyn,172,SMITH STREET,11201,Spanish,40.68579317,-73.99110477
BOCA JUNIORS STEAKHOUSE,Queens,8108,QUEENS BOULEVARD,11373,Steak,40.73761166,-73.88195502
BUDDHA BODAI ONE VEGETARIAN RESTAURANT,Manhattan,5,MOTT STREET,10013,Vegetarian,40.71387526,-73.99870862
TAO HONG BAKERY,Manhattan,79,CHRYSTIE STREET,10002,Bakery,40.71730334,-73.99426424
KINGSTON PUBLIC HOUSE,Brooklyn,100,KINGSTON AVENUE,11213,American,40.67619935,-73.94156745
RIKO PERUVIAN CUISINE,Queens,15337,HILLSIDE AVE,11432,Peruvian,40.70730462,-73.80423774
Billboard Lounge,Brooklyn,620,ATLANTIC AVENUE,11217,"Bottled beverages, including water, sodas, juices, etc.",40.6834469,-73.97569131
TRIPLE 8 RESTAURANT,Bronx,736,EAST  152 STREET,10455,Chinese,40.81595141,-73.90774437
SUSHI DAMO,Manhattan,330A,WEST   58 STREET,10019,Japanese,40.7678169,-73.98340777
UDON WEST,Manhattan,150,EAST   46 STREET,10017,Japanese,40.75371248,-73.9735613
PIG 'N' WHISTLE,Manhattan,202,WEST   36 STREET,10018,American,40.7524635,-73.99016463
JERRY'S 637 DINER,Staten Island,637,BAY STREET,10304,American,40.62646217,-74.07551498
HAAT BAZAAR,Queens,3711,73RD ST,11372,Bangladeshi,40.74847495,-73.89262945
NEW MAMA'S FRIED CHICKEN,Bronx,787,SOUTHERN BOULEVARD,10455,Chicken,40.81586514,-73.89668582
LINCOLN FRIED CHICKEN,Manhattan,576,WEST  125 STREET,10027,Chicken,40.81527262,-73.95794782
JOE & THE JUICE,Manhattan,300,PARK AVENUE,10022,"Juice, Smoothies, Fruit Salads",40.75679501,-73.97427116
CAMPAGNOLA RESTAURANT,Manhattan,1382,1 AVENUE,10021,Italian,40.76892645,-73.95516124
BIEN CUIT,Brooklyn,120,SMITH STREET,11201,Bakery,40.68762108,-73.98986774
SQUIRE DINER,Manhattan,80,BEEKMAN STREET,10038,American,40.70868759,-74.00392795
EGG,Brooklyn,109,NORTH    3 STREET,11249,American,40.71669057,-73.96190983
YOI SUSHI,Queens,13322,39TH AVE,11354,Japanese,40.75908797,-73.83416802
SAKE BAR HAGI 46,Manhattan,358,WEST   46 STREET,10036,Japanese,40.76045618,-73.98952813
MANHATTANVILLE COFFEE,Brooklyn,167,ROGERS AVENUE,11216,Café/Coffee/Tea,40.67164832,-73.95310359
B SQUARED NYC,Manhattan,679,9 AVENUE,10036,Italian,40.76145809,-73.99043042
GOGI 37,Manhattan,252,WEST   37 STREET,10018,Korean,40.75350655,-73.99072754
SHAXIAN SNACKS,Brooklyn,818,60 STREET,11220,Chinese,40.63511083,-74.0089533
FOLEY'S N.Y. PUB AND RESTAURANT,Manhattan,18,WEST   33 STREET,10001,Irish,40.7481126,-73.98589935
CAFFE PALERMO,Manhattan,148,MULBERRY STREET,10013,Italian,40.71892836,-73.99747476
CLARA'S,Brooklyn,53,WILSON AVENUE,11237,American,40.70248985,-73.92885632
JUNCTION CAKE BOX,Queens,5701,JUNCTION BLVD,11373,Bakery,40.73653987,-73.86576943
EL GRAND CHEF RESTAURANT & PIZZERIA,Bronx,237,EAST TREMONT AVENUE,10457,Spanish,40.84895434,-73.90458989
CHUCK E. CHEESE'S,Bronx,1816,EAST GUNHILL ROAD,10469,Pizza/Italian,40.86379669,-73.83366007
PRONTO PIZZA,Queens,89-30,QUEENS BOULEVARD,11373,Pizza/Italian,40.73433344,-73.87332612
SUSHI SEKI,Manhattan,365,WEST   46 STREET,10036,Japanese,40.76052206,-73.98964002
OLIVIA'S RESTAURANT & LOUNGE,Bronx,1854,WESTCHESTER AVENUE,10472,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.83258768,-73.86393429
TREMONT EAST DINER,Bronx,3007,EAST TREMONT AVENUE,10461,American,40.84020295,-73.83751409
COLOR MATRIX SALON & CAFE,Manhattan,297,GRAND STREET,10002,Café/Coffee/Tea,40.71755847,-73.99193743
DALLAS BBQ,Manhattan,132,SECOND AVENUE,10003,Barbecue,40.72867438,-73.98759925
DUNKIN',Queens,13430,ATLANTIC AVENUE,11419,Donuts,40.6971273,-73.81432935
DUFF'S BROOKLYN,Brooklyn,168,MARCY AVENUE,11211,"Bottled beverages, including water, sodas, juices, etc.",40.70877592,-73.95769064
DUNKIN',Queens,NKA,JFK INTERNATIONAL AIRPORT,11430,Donuts,40.64831283,-73.7882815
JAVELINA,Manhattan,119,EAST   18 STREET,10003,Mexican,40.73667811,-73.98746785
SWEET OCCASIONS,Queens,10315,NORTHERN BLVD,11368,Bakery,40.75764669,-73.86540908
YUMMY TACO,Brooklyn,52,WILLOUGHBY STREET,11201,Mexican,40.69219905,-73.98678749
SAMUDRA INDIAN RESTAURANT,Queens,75-18,37 AVENUE,11372,Indian,40.7490741,-73.89056045
NEW SHANGHAI CHINESE RESTAURANT,Queens,125-02,84 ROAD,11415,Chinese,40.70807412,-73.82702751
EXQUISITO RESTAURANT,Queens,12月21日,36 AVENUE,11106,Spanish,40.75976941,-73.93658104
NBC CAFETERIA (11th FLR),Manhattan,30,ROCKEFELLER CENTER,10111,American,40.75926055,-73.97784378
KONA COFFEE AND COMPANY,Manhattan,57,2 AVENUE,10003,Café/Coffee/Tea,40.72579259,-73.98972481
EL CASTILLO DE JAGUA,Brooklyn,679,FLATBUSH AVENUE,11225,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.65661782,-73.96009535
ELEVEN MADISON PARK,Manhattan,11,MADISON AVENUE,10010,American,40.74161044,-73.98744887
LECHON HORNADO ECUATORIANO,Queens,76-18,ROOSEVELT AVENUE,11372,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",40.74705002,-73.88932228
TARTINERY,Manhattan,90,PARK AVENUE,10016,American,40.75049672,-73.97886451
MANDEVILLE CAFE,Brooklyn,171,UTICA AVENUE,11213,Caribbean,40.6729929,-73.93071563
MCDONALD'S,Bronx,1625,WEBSTER AVENUE,10457,American,40.84170526,-73.9043112
HAYES THEATER,Manhattan,240,WEST   44 STREET,10036,American,40.75796099,-73.98753241
TGI FRIDAY,Brooklyn,3181,HARKNESS AVENUE,11235,American,40.58656141,-73.9291063
HUNTSPOINT CHINESE RESTAURANT,Bronx,901,SOUTHERN BOULEVARD,10459,Other,40.81954237,-73.8928937
KISSENA PARK GOLF CLUB,Queens,16415,BOOTH MEMORIAL AVENUE,11365,American,40.74224201,-73.80056923
KOKO WINGS,Manhattan,248,WEST  106 STREET,10025,Chinese,40.80109081,-73.96729373
SWEETGREEN,Manhattan,100,KENMARE STREET,10012,Salads,40.72135198,-73.99715359
NATURE'S GRILL,Brooklyn,7417,3 AVENUE,11209,American,40.63196508,-74.02757199
DOS TOROS,Manhattan,119,WEST   40 STREET,10018,Tex-Mex,40.75396994,-73.98602804
NEW SHANGHAI TAN RESTAURANT,Queens,13520,40TH RD,11354,Chinese,40.75884874,-73.83011858
MARINARA PIZZA,Manhattan,1376,LEXINGTON AVENUE,10128,Pizza/Italian,40.78252875,-73.95337907
JOE,Manhattan,141,WAVERLY PLACE,10014,Café/Coffee/Tea,40.73319294,-74.00059897
INDIA KITCHEN,Manhattan,493,9 AVENUE,10018,Indian,40.7555544,-73.99473738
MILK AND ROSES,Brooklyn,1110,MANHATTAN AVENUE,11222,Italian,40.73637363,-73.95526262
THE MEATBALL SHOP,Manhattan,798,9 AVENUE,10019,American,40.76525932,-73.98763573
LE SOLEIL,Manhattan,858,10 AVENUE,10019,Caribbean,40.76868764,-73.98885172
PARKER & QUINN,Manhattan,63,WEST   38 STREET,10018,American,40.75176572,-73.98462811
TONG HAI TUNG BAKERY,Queens,4112,MAIN STREET,11355,Chinese,40.75784845,-73.82930898
LA TRANQUILITE RESTAURANT INC,Brooklyn,9128,AVENUE L,11236,Caribbean,40.6359783,-73.89944065
ALCHEMY,Brooklyn,56,5 AVENUE,11217,American,40.68128981,-73.97716312
COSMOS RESTAURANT,Bronx,726,EAST TREMONT AVENUE,10457,Spanish,40.84498917,-73.89030445
VILLA PANCO TAQUERIA,Brooklyn,472,MYRTLE AVENUE,11205,Mexican,40.69336966,-73.96643082
ULTIMATE BAKERY,Brooklyn,1248,FLATBUSH AVENUE,11226,Bakery,40.63987278,-73.95503571
CINNABON,Queens,90-15,QUEENS BOULEVARD,11373,Bakery,40.73384018,-73.87157703
SILVER MOON BAKERY,Manhattan,2740,BROADWAY,10025,Bakery,40.80057499,-73.96795497
PAESANO'S PIZZA,Staten Island,12,BRADLEY AVENUE,10314,Pizza/Italian,40.6121048,-74.13231542
HONEST CHOPS BURGERS,Manhattan,99,MACDOUGAL STREET,10012,Hamburgers,40.72949574,-74.00092006
PLEROMA,Manhattan,220,EAST   42 STREET,10017,Delicatessen,40.75024852,-73.9732559
GOLDEN STEAMER,Manhattan,143,MOTT STREET,10013,Bakery,40.71868131,-73.99664505
E NOODLE,Brooklyn,8619,5 AVENUE,11209,Chinese,40.62130188,-74.02636083
ONE EAST OCEAN PALACE,Queens,11309,QUEENS BLVD,11375,Chinese,40.71728652,-73.83512017
PHO MAC VIETNAMESE FOOD,Staten Island,1407,RICHMOND AVENUE,10314,Vietnamese/Cambodian/Malaysia,40.61403499,-74.15783802
UNIVERSAL HALAL,Queens,12816,LIBERTY AVE,11419,Caribbean,40.6890453,-73.81689048
FANTASY BAR AND RESTAURANT,Bronx,23,EAST TREMONT AVENUE,10453,Spanish,40.85157626,-73.9088334
BOBA GUYS,Manhattan,23,CLINTON STREET,10002,Asian,40.72062083,-73.98428178
SILVER SPOON DINER,Queens,58-21,JUNCTION BOULEVARD,11373,American,40.73521885,-73.86509733
MOA COFFEE,Queens,4304,30TH AVE,11103,Café/Coffee/Tea,40.76268495,-73.91246073
CHIPOTLE MEXICAN GRILL,Manhattan,150,EAST   52 STREET,10022,Mexican,40.75752707,-73.97096449
EL GRAN CANARIO II RESTAURANT,Queens,11117,JAMAICA AVENUE,11418,Spanish,40.69700528,-73.83697007
USAGI,Manhattan,320,EAST   49 STREET,10017,Japanese,40.75394171,-73.9682915
LAN LARB SOHO,Manhattan,227,CENTRE STREET,10013,Thai,40.7199412,-73.99840186
BESSOU,Manhattan,5,BLEECKER STREET,10012,Japanese,40.72532894,-73.99256786
ANDRE'S HUNGARIAN STRUDELS & PASTRIES,Queens,10028,QUEENS BLVD,11375,Bakery,40.72681369,-73.85336341
MCDONALD'S,Queens,16601,BAISLEY BLVD,11434,Hamburgers,40.67969473,-73.77710219
CHINA CHALET,Staten Island,4326,AMBOY ROAD,10312,Chinese,40.54546665,-74.16029125
AL-SHAM RESTAURANT,Brooklyn,7701,5 AVENUE,11209,Middle Eastern,40.6278516,-74.02329406
EMPLOYEE'S ONLY,Manhattan,510,HUDSON STREET,10014,American,40.73339039,-74.00633974
VIDALI'S PIZZA,Queens,3106,21 STREET,11106,Pizza/Italian,40.7671243,-73.93002527
COFFEE SHOP DINER,Manhattan,442,EAST   14 STREET,10009,American,40.73078973,-73.98120885
A LA MODE SHOPPE,Manhattan,360,EAST   55 STREET,10022,"Ice Cream, Gelato, Yogurt, Ices",40.75741558,-73.96487518
CARTAZ CUISINE,Brooklyn,233,RALPH AVENUE,11233,Caribbean,40.68165563,-73.92248974
MCDONALD'S,Manhattan,148,WEST  125 STREET,10027,Hamburgers,40.80853813,-73.94733536
MORGENSTERN'S FINEST ICE CREAM,Manhattan,215,BOWERY,10002,"Ice Cream, Gelato, Yogurt, Ices",40.72184863,-73.99343408
PANDA GARDEN RESTAURANT,Brooklyn,9708,3 AVENUE,11209,Chinese,40.61562357,-74.03427192
DANNY'S ATHENS RESTAURANT,Bronx,1621,WESTCHESTER AVENUE,10472,American,40.82954204,-73.87448116
TAKAHACHI BAKERY,Manhattan,25,MURRAY STREET,10007,Bakery,40.71358127,-74.00836148
BUGIS STREET,Manhattan,145,WEST   44 STREET,10036,American,40.75665959,-73.98439597
TANG,Queens,196-50,NORTHERN BOULEVARD,11358,Korean,40.75785008,-73.7845931
ANTHONY'S AND SALS PIZZA EXPRESS,Bronx,1809,WILLIAMSBRIDGE ROAD,10461,Pizza/Italian,40.85069879,-73.85169038
PRET A MANGER,Manhattan,350,PARK AVENUE,10022,American,40.75821656,-73.97323103
DISFRUTA,Manhattan,510,WEST  207 STREET,10034,Mexican,40.86475608,-73.91933617
HAPPY SU GARDEN,Queens,136-20,ROOSEVELT AVENUE,11354,Chinese,40.75977791,-73.82923543
THAI HOUSE CUISINE,Queens,116-03,METROPOLITAN AVENUE,11418,Thai,40.70750266,-73.83599929
HEIGHTS FALAFEL,Brooklyn,78,HENRY STREET,11201,Middle Eastern,40.69849608,-73.99252398
DOMINO'S,Brooklyn,1111,PENNSYLVANIA AVENUE,11207,Pizza/Italian,40.65341506,-73.88676446
PHYSICAL GRAFFITI,Manhattan,96,ST MARKS PLACE,10009,Café/Coffee/Tea,40.72740598,-73.9848827
LE DISTRICT (BAR A VIN),Manhattan,225,LIBERTY STREET,10280,American,40.71153017,-74.01567279
BAZAR,Manhattan,31,WEST   26 STREET,10010,Tapas,40.74412488,-73.98978694
NEW MING GARDEN,Queens,10428,ROOSEVELT AVENUE,11368,Chinese,40.7501642,-73.86058794
